Gender,ExpierenceYears,ExpierenceYearsGermany,SeniorityLevel,Your main technology / programming language,Other technologies/programming languages you use often,Salary,Yearly bonus + stocks in EUR,SalaryYearAgo,Employment status,Сontract duration,Main language at work,CompanySize,LostJobDueToCorona
Male,"(5.0, 8.0]","(-0.001, 1.5]",Senior,JavaScript,Docker,"(60000.0, 70000.0]","(-0.001, 8000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,up to 10,No
Male,"(11.0, 383.0]","(5.0, 30.0]",Lead,PHP,"Javascript / Typescript, SQL, AWS, Docker","(60000.0, 70000.0]","(-0.001, 8000.0]","(44999.999, 60000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(5.0, 8.0]","(5.0, 30.0]",Middle,Javascript,"Javascript / Typescript, AWS","(26999.999, 60000.0]","(-0.001, 8000.0]","(44999.999, 60000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(5.0, 8.0]","(-0.001, 1.5]",Senior,Scala,"Java / Scala, AWS, Kubernetes, Docker","(70000.0, 78000.0]","(-0.001, 8000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(-0.001, 5.0]","(1.5, 3.0]",Middle,C++,"Javascript / Typescript, Go","(78000.0, 111111.0]","(8000.0, 1150000.0]","(70000.0, 85000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(5.0, 8.0]","(1.5, 3.0]",Senior,"Scala, React.js","Javascript / Typescript, SQL, AWS, Kubernetes, Docker","(70000.0, 78000.0]","(-0.001, 8000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(5.0, 8.0]","(-0.001, 1.5]",Senior,SQL,"Python, Javascript / Typescript","(26999.999, 60000.0]","(8000.0, 1150000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,up to 10,No
Male,"(8.0, 11.0]","(-0.001, 1.5]",Senior,PHP,"Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker","(78000.0, 111111.0]","(-0.001, 8000.0]","(70000.0, 85000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(-0.001, 5.0]","(1.5, 3.0]",Senior,iOS,Swift,"(26999.999, 60000.0]","(-0.001, 8000.0]","(65000.0, 70000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(8.0, 11.0]","(-0.001, 1.5]",Middle,C#,"Javascript / Typescript, .NET, SQL","(26999.999, 60000.0]","(-0.001, 8000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English and German,51-100,No
Male,"(5.0, 8.0]","(1.5, 3.0]",Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker","(60000.0, 70000.0]","(8000.0, 1150000.0]","(44999.999, 60000.0]",Full-time employee,Unlimited contract,English,11-50,No
Female,"(-0.001, 5.0]","(-0.001, 1.5]",Junior,Ml/Python,"Python, AWS, Docker","(60000.0, 70000.0]","(8000.0, 1150000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 8.0]","(3.0, 5.0]",Middle,Swift,Javascript / Typescript,"(60000.0, 70000.0]","(-0.001, 8000.0]","(44999.999, 60000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(11.0, 383.0]","(1.5, 3.0]",Middle,Java,Javascript / Typescript,"(70000.0, 78000.0]","(-0.001, 8000.0]","(44999.999, 60000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(8.0, 11.0]","(-0.001, 1.5]",Senior,"C#, .net core","Python, Javascript / Typescript, .NET, AWS, Azure, Kubernetes, Docker","(26999.999, 60000.0]","(-0.001, 8000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(5.0, 8.0]","(-0.001, 1.5]",Senior,Javascript,"Javascript / Typescript, AWS, Docker","(70000.0, 78000.0]","(-0.001, 8000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,51-100,No
Male,"(5.0, 8.0]","(-0.001, 1.5]",Senior,JavaScript/TypeScript,"Javascript / Typescript, Google Cloud, Docker","(60000.0, 70000.0]","(-0.001, 8000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(11.0, 383.0]","(3.0, 5.0]",Senior,php,"Javascript / Typescript, Docker","(60000.0, 70000.0]","(-0.001, 8000.0]","(44999.999, 60000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(8.0, 11.0]","(3.0, 5.0]",Lead,Python,"Python, SQL","(70000.0, 78000.0]","(-0.001, 8000.0]","(70000.0, 85000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(-0.001, 5.0]","(-0.001, 1.5]",Senior,Java,"Kotlin, Java / Scala, SQL, SAP / ABAP, Kubernetes, Docker","(70000.0, 78000.0]","(-0.001, 8000.0]","(60000.0, 65000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(11.0, 383.0]","(3.0, 5.0]",Senior,PHP,"Javascript / Typescript, SQL, AWS, Docker","(60000.0, 70000.0]","(-0.001, 8000.0]","(65000.0, 70000.0]",Full-time employee,Unlimited contract,English,101-1000,No
